Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,aggregateCases,aggregateCasesPerOneHundredThousand,meanAggregateCases,,POPESTIMATE2009,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,meanPopulation,lessHighSchoolDiploma,lessHSPercent,highSchoolDiplomaOnly,hsOnlyPercent,someCollegeOrAssociateDegree,someCollegePercent,bachelorDegreeOrHigher,bachelorPercent,aggregateEducation,"Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2009,Median_Household_Income_2010,Median_Household_Income_2011,Median_Household_Income_2012,Median_Household_Income_2013,aggregateMedianHouseInc,aggregateMedianIncPercentage
Colorado-Custer County,Colorado,Custer County,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4000,4278,4225,4245,4285,21033,182,0.008653069,917,0.043598155,1184,0.056292493,1107,0.052631579,3390,5,27,35,33,1928,1806,122,6,1994,1901,93,5,45898,42951,45791,46744,47268,45730.4,2.174221462
Colorado-Delta County,Colorado,Delta County,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31322,30868,30366,30422,30483,153461,2697,0.017574498,8062,0.05253452,7254,0.047269339,4042,0.02633894,22055,12,37,33,18,13863,12681,1182,9,13743,12794,949,7,41528,40288,41442,41208,41730,41239.2,0.268727559
Colorado-Denver County,Colorado,Denver County,8,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,610345,603421,620018,634542,649495,3117821,62265,0.019970678,79271,0.025425129,102708,0.032942238,183511,0.058858735,427755,15,19,24,43,364612,340401,24211,7,370487,352427,18060,5,46693,45415,47584,50455,51156,48260.6,0.015478951
Colorado-Dolores County,Colorado,Dolores County,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1940,2061,2028,1995,2029,10053,145,0.014423555,481,0.047846414,431,0.042872774,238,0.023674525,1295,11,37,33,18,1019,935,84,8,1285,1233,52,4,43248,40511,39650,39254,42416,41015.8,4.079956232
Colorado-Douglas County,Colorado,Douglas County,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,288225,286909,292393,298417,305963,1471907,4698,0.003191778,25140,0.017079883,53341,0.036239382,104884,0.071257219,188063,2,13,28,56,165215,156496,8719,5,168842,162063,6779,4,100447,97806,95973,98426,105192,99568.8,0.067646122
Colorado-Eagle County,Colorado,Eagle County,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53653,52092,51768,51921,52460,261894,3994,0.015250445,6559,0.025044484,8168,0.031188191,16587,0.063334784,35308,11,19,23,47,32043,30097,1946,6,32739,31357,1382,4,74220,69182,67190,69870,78517,71795.8,0.274140683
Colorado-Elbert County,Colorado,Elbert County,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23287,23091,23273,23415,23733,116799,546,0.004674698,4506,0.038579097,6213,0.053193949,4729,0.04048836,15994,3,28,39,30,12752,12007,745,6,13036,12480,556,4,77123,78550,78029,81528,80972,79240.4,0.678433891
Colorado-El Paso County,Colorado,El Paso County,8,41,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0.00003,0.6,,604542,626691,636878,645439,655044,3168594,25552,0.008064145,85755,0.027064054,147908,0.046679379,140839,0.044448421,400054,6,21,37,35,308368,284014,24354,8,308020,289415,18605,6,55621,51553,54857,55312,57072,54883,0.017320932
Colorado-Fremont County,Colorado,Fremont County,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47815,46874,47293,46760,46451,235193,5714,0.024294941,13143,0.055881765,11449,0.04867917,5616,0.023878262,35922,16,37,32,16,14994,13416,1578,11,14641,13449,1192,8,39714,40543,41493,40809,41412,40794.2,0.17344989
Colorado-Garfield County,Colorado,Garfield County,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56298,56087,56055,56901,57302,282643,5456,0.019303503,9433,0.033374257,12223,0.043245366,9808,0.034701019,36920,15,26,33,27,31047,28779,2268,7,31505,29871,1634,5,62716,60456,57617,54088,57364,58448.2,0.206791606
Colorado-Gilpin County,Colorado,Gilpin County,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5604,5468,5468,5497,5601,27638,242,0.00875606,949,0.034336783,1866,0.067515739,1255,0.045408496,4312,6,22,43,29,3329,3131,198,6,3387,3239,148,4,59632,63024,60537,61447,64962,61920.4,2.240408134
Colorado-Grand County,Colorado,Grand County,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13911,14787,14535,14162,14289,71684,592,0.008258468,2894,0.040371631,3603,0.050262262,3460,0.048267396,10549,6,27,34,33,8810,8299,511,6,8934,8571,363,4,58209,55818,56980,56191,57312,56902,0.793789409
Colorado-Gunnison County,Colorado,Gunnison County,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15350,15374,15427,15439,15507,77097,648,0.008404996,1441,0.01869074,2293,0.029741754,5250,0.068096035,9632,7,15,24,55,9682,9154,528,6,9721,9325,396,4,45711,47698,43069,49861,48391,46946,0.608921229
Colorado-Hinsdale County,Colorado,Hinsdale County,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,821,846,835,809,813,4124,43,0.01042677,122,0.029582929,236,0.057225994,293,0.071047527,694,6,18,34,42,434,414,20,5,444,427,17,4,48372,48195,49024,50177,52188,49591.2,12.02502425
Colorado-Huerfano County,Colorado,Huerfano County,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7558,6668,6509,6605,6519,33859,791,0.023361588,1369,0.040432381,1561,0.046102956,1444,0.04264745,5165,15,27,30,28,2549,2204,345,14,2437,2192,245,10,30176,31696,30655,31574,32418,31303.8,0.924534097
Colorado-Jackson County,Colorado,Jackson County,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1369,1383,1379,1346,1365,6842,116,0.016954107,380,0.055539316,305,0.044577609,229,0.033469746,1030,11,37,30,22,797,759,38,5,848,818,30,4,41337,43691,43206,43190,43549,42994.6,6.28392283
Colorado-Jefferson County,Colorado,Jefferson County,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,536922,535232,538878,545476,551798,2708306,23742,0.008766365,80708,0.029800178,119102,0.043976567,153300,0.056603648,376852,6,21,32,41,306629,287559,19070,6,311855,297657,14198,5,66059,64181,64412,67401,68161,66042.8,0.02438528
Colorado-Kiowa County,Colorado,Kiowa County,8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1238,1394,1455,1439,1423,6949,71,0.010217297,256,0.036839833,393,0.0565549,187,0.026910347,907,8,28,43,21,766,733,33,4,763,737,26,3,36931,37600,41427,40216,42378,39710.4,5.714548856
Colorado-Kit Carson County,Colorado,Kit Carson County,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8402,8242,8179,8103,8037,40963,914,0.022312819,1885,0.046017137,2157,0.052657276,772,0.018846276,5728,16,33,38,13,4100,3941,159,4,4373,4239,134,3,40677,39498,43078,44059,39633,41389,1.010399629
Colorado-Lake County,Colorado,Lake County,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8046,7265,7378,7283,7306,37278,644,0.017275605,1357,0.036402167,1498,0.040184559,1370,0.036750899,4869,13,28,31,28,4467,4141,326,7,4569,4349,220,5,43935,43565,42768,45504,47547,44663.8,1.198127582
Colorado-La Plata County,Colorado,La Plata County,8,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,51464,51473,51914,52419,53284,260554,2069,0.007940772,6922,0.02656647,11946,0.045848461,14788,0.056755989,35725,6,19,33,41,29696,28014,1682,6,30136,28861,1275,4,56610,53029,52276,55888,58675,55295.6,0.212223186
Colorado-Larimer County,Colorado,Larimer County,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,298382,300482,305137,310686,315988,1530675,10957,0.00715828,36804,0.024044294,63172,0.041270681,86432,0.056466592,197365,6,19,32,44,174944,164878,10066,6,177264,169686,7578,4,56281,54739,55501,56132,59337,56398,0.036845183
Colorado-Las Animas County,Colorado,Las Animas County,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16020,15415,15049,14995,14446,75925,1677,0.022087586,3240,0.042673691,4027,0.053039183,1736,0.022864669,10680,16,30,38,16,6757,6014,743,11,6522,6024,498,8,36575,37700,40191,38713,38547,38345.2,0.5050405
Colorado-Lincoln County,Colorado,Lincoln County,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5169,5469,5432,5449,5430,26949,755,0.028015882,1653,0.061338083,1032,0.038294556,638,0.023674348,4078,19,41,25,16,2114,1992,122,6,2144,2057,87,4,37439,39230,42734,38098,41510,39802.2,1.476945341
Colorado-Logan County,Colorado,Logan County,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20772,22792,22739,22603,22450,111356,1673,0.015023887,5151,0.046257049,5700,0.051187183,2347,0.021076547,14871,11,35,38,16,10850,10297,553,5,11088,10667,421,4,39953,40637,43823,42740,43561,42142.8,0.378451094
Colorado-Mesa County,Colorado,Mesa County,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,146093,146464,147499,147790,147554,735400,10194,0.013861844,29535,0.040161817,33311,0.045296437,25322,0.034432962,98362,10,30,34,26,73731,67448,6283,9,73608,69068,4540,6,52290,47324,47778,46940,48108,48488,0.065934185
Colorado-Mineral County,Colorado,Mineral County,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,912,704,709,705,721,3751,24,0.006398294,168,0.044788057,220,0.058651026,267,0.071181018,679,4,25,32,39,427,402,25,6,427,405,22,5,43172,45645,46956,47169,50286,46645.6,12.43551053
Colorado-Moffat County,Colorado,Moffat County,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13980,13802,13411,13190,13103,67486,931,0.013795454,3271,0.048469312,3109,0.046068814,1348,0.019974513,8659,11,38,36,16,7559,7049,510,7,7353,6931,422,6,54615,55913,52257,57023,58890,55739.6,0.825943159
Colorado-Montezuma County,Colorado,Montezuma County,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25368,25536,25441,25432,25642,127419,1800,0.014126622,5172,0.040590493,5953,0.046719877,4858,0.038126182,17783,10,29,33,27,12765,11790,975,8,12711,11934,777,6,40859,41074,41817,40351,43655,41551.2,0.326098933
Colorado-Montrose County,Colorado,Montrose County,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41412,41187,40918,40748,40713,204978,4075,0.019880182,8968,0.043751037,8408,0.041019036,6969,0.033998771,28420,14,32,30,25,19378,17562,1816,9,19393,18068,1325,7,48108,44002,43035,45226,43946,44863.4,0.218869342
Colorado-Morgan County,Colorado,Morgan County,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27850,28153,28509,28374,28404,141290,3816,0.027008281,5510,0.038997806,5974,0.042281832,2715,0.019215797,18015,21,31,33,15,14726,13772,954,7,15010,14319,691,5,41441,43209,41246,44577,46332,43361,0.306893623
Colorado-Otero County,Colorado,Otero County,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18670,18904,18943,18790,18703,94010,2147,0.022837996,3768,0.040080842,4731,0.050324434,1956,0.020806297,12602,17,30,38,16,8223,7437,786,10,8097,7482,615,8,30373,34360,30420,35026,36811,33398,0.355260079
Colorado-Ouray County,Colorado,Ouray County,8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4602,4459,4430,4532,4557,22580,56,0.002480071,737,0.032639504,1086,0.04809566,1701,0.075332152,3580,2,21,30,48,2128,1976,152,7,2135,2018,117,6,59810,54920,57922,61657,58137,58489.2,2.590310009
Colorado-Park County,Colorado,Park County,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16762,16267,16101,16069,16121,81320,548,0.00673881,3070,0.037752091,4778,0.058755534,3956,0.048647319,12352,4,25,39,32,9300,8735,565,6,9469,9030,439,5,61127,66400,58565,60731,57510,60866.6,0.748482538
Colorado-Phillips County,Colorado,Phillips County,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4472,4459,4368,4374,4356,22029,416,0.018884198,1000,0.045394707,978,0.044396023,485,0.022016433,2879,14,35,34,17,2134,2037,97,5,2260,2185,75,3,40178,44064,43826,46216,46805,44217.8,2.007254074
Colorado-Pitkin County,Colorado,Pitkin County,8,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16043,17151,17112,17217,17379,84902,531,0.00625427,1282,0.015099762,3898,0.045911757,7496,0.088290029,13207,4,10,30,57,10829,10134,695,6,11030,10491,539,5,69352,65568,69229,67057,71012,68443.6,0.806148265
Colorado-Prowers County,Colorado,Prowers County,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12982,12568,12498,12416,12291,62755,1634,0.026037766,2234,0.035598757,2873,0.045781213,1104,0.017592224,7845,21,28,37,14,5883,5517,366,6,5783,5507,276,5,33646,34488,36563,36580,38830,36021.4,0.574000478
Colorado-Pueblo County,Colorado,Pueblo County,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,157224,159539,160431,160972,161451,799617,13751,0.017196983,30689,0.038379624,39035,0.048817121,22817,0.028534911,106292,13,29,37,21,73641,66448,7193,10,73037,67679,5358,7,39016,39107,40764,41209,41352,40289.6,0.050386122
Colorado-Rio Blanco County,Colorado,Rio Blanco County,8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6534,6641,6815,6808,6807,33605,390,0.011605416,1529,0.045499182,1529,0.045499182,1034,0.030769231,4482,9,34,34,23,3080,2845,235,8,2954,2782,172,6,59017,59308,60022,57922,59364,59126.6,1.759458414
Colorado-Rio Grande County,Colorado,Rio Grande County,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11581,12018,11933,11939,11803,59274,1268,0.021392179,2485,0.041923946,2603,0.043914701,1616,0.027263218,7972,16,31,33,20,4882,4335,547,11,4862,4423,439,9,37993,37300,37472,37837,39834,38087.2,0.642561663
Colorado-Routt County,Colorado,Routt County,8,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23469,23423,23176,23247,23513,116828,515,0.00440819,3129,0.026782963,4972,0.042558291,7954,0.068082994,16570,3,19,30,48,14553,13700,853,6,14458,13852,606,4,64892,60506,64998,62271,63763,63286,0.541702332
Colorado-Saguache County,Colorado,Saguache County,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7097,6131,6207,6318,6208,31961,944,0.029535997,1095,0.034260505,1235,0.038640844,1023,0.032007759,4297,22,25,29,24,2960,2633,327,11,3022,2761,261,9,28866,30985,30746,30197,35310,31220.8,0.976840524
Colorado-San Juan County,Colorado,San Juan County,8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,555,708,700,685,692,3340,28,0.008383234,152,0.045508982,197,0.058982036,124,0.037125749,501,6,30,39,25,478,438,40,8,473,448,25,5,38253,37001,36547,35734,41683,37843.6,11.33041916
Colorado-San Miguel County,Colorado,San Miguel County,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7558,7353,7480,7588,7678,37657,216,0.005735985,1030,0.027352152,1318,0.035000133,2953,0.078418355,5517,4,19,24,54,4797,4481,316,7,4922,4689,233,5,60115,62368,57578,53477,53674,57442.4,1.525410946
Colorado-Sedgwick County,Colorado,Sedgwick County,8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2326,2371,2375,2381,2360,11813,215,0.018200288,564,0.047744011,600,0.050791501,244,0.02065521,1623,13,35,37,15,1094,1027,67,6,1091,1041,50,5,35336,36749,37511,37633,39980,37441.8,3.16954203
Colorado-Summit County,Colorado,Summit County,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27239,28053,27922,28151,28649,140014,865,0.006177954,3316,0.023683346,6460,0.046138243,9693,0.069228791,20334,4,16,32,48,19447,18471,976,5,20263,19580,683,3,65952,60087,60397,61286,63236,62191.6,0.444181296
Colorado-Teller County,Colorado,Teller County,8,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21685,23455,23333,23379,23275,115127,1114,0.009676271,4298,0.037332685,6442,0.055955597,5479,0.047590921,17333,6,25,37,32,11760,10853,907,8,11724,11038,686,6,53928,59966,60313,59558,62725,59298,0.515065971
Colorado-Washington County,Colorado,Washington County,8,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4420,4803,4820,4753,4803,23599,323,0.013687021,1237,0.052417475,1192,0.050510615,625,0.026484173,3377,10,37,35,19,2561,2444,117,5,2679,2593,86,3,40778,40914,43433,43446,45572,42828.6,1.814848087
Colorado-Weld County,Colorado,Weld County,8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,254759,254052,258343,263525,269785,1300464,22985,0.017674461,42321,0.032543,53139,0.040861569,41451,0.031874008,159896,14,26,33,26,139813,130578,9235,7,146103,139519,6584,5,54578,52334,51773,55332,58404,54484.2,0.041895969
Colorado-Yuma County,Colorado,Yuma County,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9734,10023,10156,10113,10151,50177,806,0.016063136,2284,0.045518863,2448,0.048787293,1187,0.023656257,6725,12,34,36,18,4758,4534,224,5,5007,4840,167,3,42813,43361,46246,45059,45487,44593.2,0.888717938
Connecticut-Fairfield County,Connecticut,Fairfield County,9,1,1342,1146,1313,335,330,426,355,434,530,698,331,305,225,443,437,2002,0.02002,400.4,,901208,919365,927744,933733,939904,4621954,68505,0.014821653,142179,0.030761665,134222,0.029040099,279691,0.060513584,624597,11,23,21,45,470777,436766,34011,7,475888,446528,29360,6,78892,74634,77065,79536,81816,78388.6,0.016960056
Connecticut-Hartford County,Connecticut,Hartford County,9,3,231,269,293,59,73,96,132,216,291,312,187,167,143,288,291,1097,0.01097,219.4,,879835,895188,896830,897177,898272,4467302,72765,0.016288355,170017,0.038058094,157027,0.035150299,214202,0.047948851,614011,12,28,26,35,467508,429973,37535,8,471431,439054,32377,7,61962,60028,60947,63374,63491,61960.4,0.013869759
Connecticut-Litchfield County,Connecticut,Litchfield County,9,5,457,376,677,276,283,299,357,358,172,213,88,118,67,187,168,673,0.00673,134.6,,188728,189746,188946,187516,186924,941860,11868,0.012600599,40094,0.042568959,38530,0.040908415,45375,0.04817595,135867,9,30,28,33,104646,97393,7253,7,105945,99650,6295,6,67688,66076,68658,67746,70519,68137.4,0.072343448
Connecticut-Middlesex County,Connecticut,Middlesex County,9,7,191,163,214,83,47,118,105,157,195,196,125,109,93,181,155,704,0.00704,140.8,,165702,165620,166190,165470,165562,828544,7332,0.008849258,33573,0.040520479,31040,0.037463309,46177,0.055732707,118122,6,28,26,39,90922,85037,5885,7,92018,86839,5179,6,74524,70805,75714,74588,75335,74193.2,0.089546482
Connecticut-New Haven County,Connecticut,New Haven County,9,9,442,479,538,71,102,175,152,377,393,460,240,249,213,388,459,1550,0.0155,310,,848006,863380,863761,863604,862287,4301038,68760,0.015986839,178853,0.041583683,146024,0.033950874,193377,0.044960542,587014,12,30,25,33,452247,414218,38029,8,455537,422625,32912,7,60388,57070,58985,59217,58672,58866.4,0.013686557
Connecticut-New London County,Connecticut,New London County,9,11,439,448,641,170,181,312,317,407,286,579,340,314,263,402,406,1898,0.01898,379.6,,266830,274105,274033,274534,274150,1363652,17928,0.013147049,58161,0.042650911,53251,0.039050286,58905,0.043196505,188245,10,31,28,31,137643,126654,10989,8,137254,128000,9254,7,63450,61792,63561,65573,62638,63402.8,0.046494854
Connecticut-Tolland County,Connecticut,Tolland County,9,13,201,219,332,121,98,138,191,227,273,297,161,217,129,255,233,1059,0.01059,211.8,,150461,153206,153059,151856,151377,759959,6694,0.00880837,26207,0.034484755,27836,0.036628292,35446,0.04664199,96183,7,27,29,37,83140,77647,5493,7,84100,79365,4735,6,78471,74868,77124,75048,73660,75834.2,0.099787225
